model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fabia,2018,7495,Manual,6166,Petrol,145,57.7,1.0
 Fabia,2018,6495,Manual,12336,Petrol,145,57.7,1.0
 Octavia,2017,9990,Manual,36877,Diesel,0,74.3,1.6
 Octavia,2017,10990,Semi-Auto,44285,Petrol,30,56.5,1.4
 Superb,2016,15995,Semi-Auto,47850,Diesel,125,60.1,2.0
 Fabia,2017,9495,Manual,22049,Petrol,20,58.9,1.2
 Rapid,2016,6995,Manual,42379,Petrol,20,60.1,1.2
 Octavia,2017,12995,Manual,18803,Petrol,150,54.3,1.4
 Fabia,2016,8695,Manual,25029,Petrol,20,60.1,1.2
 Citigo,2016,5995,Manual,26349,Petrol,20,62.8,1.0
 Citigo,2016,6295,Manual,17368,Petrol,20,62.8,1.0
 Fabia,2017,8985,Manual,31163,Petrol,20,60.1,1.2
 Citigo,2014,4999,Manual,30100,Petrol,0,68.9,1.0
 Superb,2016,19995,Semi-Auto,5815,Petrol,200,39.8,2.0
 Fabia,2017,9495,Manual,22049,Petrol,20,58.9,1.2
 Octavia,2019,13995,Manual,13815,Petrol,150,60.1,1.0
 Kodiaq,2019,24995,Automatic,14413,Diesel,150,49.6,2.0
 Kodiaq,2019,31995,Automatic,3749,Petrol,150,31.4,2.0
 Kodiaq,2019,28621,Automatic,4774,Diesel,150,37.2,2.0
 Octavia,2017,10519,Manual,24377,Petrol,150,58.9,1.0
 Yeti Outdoor,2017,15098,Semi-Auto,16430,Petrol,145,51.4,1.2
 Fabia,2016,5297,Manual,47825,Petrol,20,60.1,1.0
 Fabia,2018,8780,Manual,27288,Petrol,145,64.2,1.0
 Kamiq,2019,21995,Semi-Auto,950,Petrol,145,45.6,1.0
 Superb,2019,22688,Semi-Auto,4244,Diesel,145,47.9,1.6
 Fabia,2017,9338,Manual,13518,Petrol,145,64.2,1.0
 Fabia,2019,13995,Manual,2354,Petrol,150,51.4,1.0
 Octavia,2016,10962,Semi-Auto,13568,Diesel,0,76.4,1.6
 Fabia,2019,8490,Manual,6518,Petrol,145,57.7,1.0
 Octavia,2019,13990,Manual,14122,Diesel,150,67.3,1.6
 Octavia,2017,16695,Semi-Auto,20541,Diesel,125,58.9,2.0
 Octavia,2019,14995,Manual,13389,Petrol,145,55.4,1.5
 Superb,2019,16990,Semi-Auto,16956,Diesel,150,62.8,2.0
 Octavia,2019,12990,Manual,13349,Petrol,150,60.1,1.0
 Octavia,2019,12490,Manual,14666,Diesel,150,68.9,1.6
 Roomster,2013,5495,Manual,28131,Petrol,150,49.6,1.2
 Citigo,2015,5990,Manual,15183,Petrol,20,62.8,1.0
 Fabia,2018,6490,Manual,11123,Petrol,150,57.7,1.0
 Fabia,2016,8250,Manual,27794,Petrol,20,58.9,1.2
 Yeti Outdoor,2016,9350,Manual,22343,Petrol,125,51.4,1.2
 Rapid,2016,8295,Manual,14474,Petrol,20,57.7,1.2
 Kodiaq,2017,19790,Manual,28259,Diesel,150,51.4,2.0
 Kodiaq,2017,22490,Automatic,8744,Petrol,145,39.8,1.4
 Superb,2016,10990,Manual,35017,Diesel,20,68.9,1.6
 Superb,2017,12490,Semi-Auto,41755,Diesel,0,70.6,1.6
 Citigo,2017,6390,Manual,20200,Petrol,145,64.2,1.0
 Karoq,2019,18490,Manual,6688,Diesel,145,47.1,2.0
 Octavia,2017,10975,Semi-Auto,31283,Diesel,0,76.4,1.6
 Superb,2017,14490,Manual,47457,Diesel,20,68.9,2.0
 Octavia,2017,10990,Manual,36938,Petrol,145,54.3,1.4
 Fabia,2016,8498,Manual,25869,Petrol,20,60.1,1.2
 Fabia,2017,8498,Manual,28022,Petrol,20,60.1,1.2
 Superb,2016,12498,Manual,58388,Diesel,20,68.9,2.0
 Superb,2016,12490,Semi-Auto,57485,Diesel,125,61.4,2.0
 Fabia,2018,7995,Manual,14301,Petrol,145,57.7,1.0
 Karoq,2018,16985,Manual,19169,Petrol,145,40.4,1.0
 Fabia,2018,6495,Manual,27727,Petrol,145,57.7,1.0
 Octavia,2017,12498,Semi-Auto,63641,Diesel,125,60.1,2.0
 Karoq,2019,19063,Manual,858,Diesel,145,62.8,1.6
 Scala,2019,15312,Manual,4292,Petrol,145,49.6,1.0
 Fabia,2019,11802,Manual,1488,Petrol,145,51.4,1.0
 Rapid,2017,8406,Manual,15396,Petrol,145,57.7,1.2
 Superb,2019,19192,Automatic,18857,Diesel,145,61.4,2.0
 Superb,2019,19295,Automatic,4500,Petrol,145,36.7,1.5
 Kamiq,2020,17495,Manual,1000,Petrol,145,47.9,1.0
 Superb,2020,26995,Semi-Auto,1000,Diesel,145,47.1,2.0
 Fabia,2018,7995,Manual,16027,Petrol,145,57.7,1.0
 Fabia,2018,7995,Manual,8924,Petrol,145,57.7,1.0
 Fabia,2018,7990,Manual,10343,Petrol,145,57.7,1.0
 Fabia,2018,7990,Manual,8603,Petrol,145,57.7,1.0
 Fabia,2018,7990,Manual,10772,Petrol,145,57.7,1.0
 Superb,2019,28490,Automatic,2022,Diesel,145,47.1,2.0
 Citigo,2016,5990,Manual,47365,Petrol,20,62.8,1.0
 Fabia,2019,8490,Manual,5711,Petrol,145,57.7,1.0
 Fabia,2018,6995,Manual,30737,Petrol,145,57.7,1.0
 Fabia,2018,6495,Manual,27625,Petrol,145,57.7,1.0
 Superb,2016,13490,Manual,46125,Diesel,20,68.9,2.0
 Fabia,2018,6495,Manual,27302,Petrol,145,57.7,1.0
 Fabia,2018,6990,Manual,6925,Petrol,145,57.7,1.0
 Octavia,2016,10490,Manual,23408,Diesel,0,80.7,1.6
 Scala,2019,16995,Manual,11,Petrol,145,49.6,1.0
 Octavia,2019,17795,Manual,4442,Diesel,145,67.3,1.6
 Karoq,2018,18995,Manual,11911,Petrol,145,51.4,1.5
 Fabia,2018,10795,Manual,19588,Petrol,145,64.2,1.0
 Yeti Outdoor,2017,11495,Manual,54066,Diesel,150,62.8,2.0
 Octavia,2020,20995,Semi-Auto,1000,Diesel,145,70.6,1.6
 Scala,2020,17995,Semi-Auto,1000,Diesel,145,54.3,1.6
 Superb,2020,28495,Semi-Auto,1000,Diesel,145,47.1,2.0
 Karoq,2020,17995,Manual,1000,Petrol,145,43.5,1.0
 Superb,2020,20995,Semi-Auto,1000,Diesel,145,49.6,1.6
 Octavia,2020,27450,Semi-Auto,3000,Petrol,145,38.2,2.0
 Citigo,2014,5995,Manual,18500,Petrol,20,62.8,1.0
 Kamiq,2019,19895,Manual,2385,Petrol,145,47.9,1.0
 Superb,2018,16195,Manual,19814,Diesel,145,65.7,2.0
 Octavia,2017,9895,Manual,61320,Diesel,145,68.9,1.6
 Kodiaq,2020,33395,Automatic,3364,Diesel,145,39.2,2.0
 Fabia,2018,10895,Semi-Auto,11103,Petrol,145,61.4,1.0
 Octavia,2019,14995,Manual,8381,Diesel,145,68.9,1.6
 Superb,2019,19995,Manual,28,Diesel,145,65.7,2.0
 Octavia,2019,14995,Manual,8816,Diesel,145,68.9,1.6
 Fabia,2019,9995,Manual,100,Petrol,145,57.7,1.0
 Superb,2019,32990,Automatic,2022,Diesel,145,47.1,2.0
 Superb,2019,17995,Manual,101,Diesel,145,65.7,2.0
 Citigo,2014,4490,Manual,51244,Petrol,20,62.8,1.0
 Rapid,2017,8290,Manual,28000,Petrol,20,57.7,1.2
 Superb,2017,13490,Manual,42033,Diesel,0,76.4,1.6
 Karoq,2018,19495,Manual,8901,Petrol,145,43.5,2.0
 Fabia,2017,9795,Manual,9691,Petrol,145,64.2,1.0
 Octavia,2017,12795,Manual,17252,Petrol,145,54.3,1.4
 Fabia,2017,6595,Manual,47400,Petrol,20,60.1,1.2
 Yeti,2016,11995,Semi-Auto,29089,Petrol,125,51.4,1.2
 Fabia,2017,9495,Manual,13765,Petrol,145,64.2,1.0
 Kodiaq,2019,34995,Automatic,8966,Diesel,145,35.3,2.0
 Octavia,2018,17995,Semi-Auto,6307,Diesel,145,62.8,2.0
 Octavia,2019,19995,Automatic,3594,Petrol,145,47.9,2.0
 Kodiaq,2018,20795,Manual,14252,Petrol,145,40.9,1.4
 Octavia,2016,11695,Manual,24102,Diesel,20,70.6,2.0
 Fabia,2019,13495,Manual,1000,Petrol,145,52.3,1.0
 Octavia,2019,18495,Manual,3000,Petrol,145,48.7,1.5
 Kodiaq,2020,25995,Semi-Auto,1000,Diesel,145,42.2,2.0
 Fabia,2020,12995,Manual,1000,Petrol,145,47.1,1.0
 Kamiq,2020,17495,Manual,1000,Petrol,145,49.6,1.0
 Kamiq,2020,17495,Manual,1000,Petrol,145,49.6,1.0
 Kamiq,2020,17495,Manual,1000,Petrol,145,47.9,1.0
 Octavia,2017,10990,Manual,48979,Diesel,0,74.3,1.6
 Superb,2019,16990,Manual,4561,Petrol,145,40.9,1.5
 Octavia,2019,17990,Manual,55,Diesel,145,56.5,1.6
 Kamiq,2019,18990,Manual,543,Petrol,145,47.9,1.0
 Octavia,2020,17990,Manual,609,Petrol,145,51.4,1.5
 Superb,2020,23290,Semi-Auto,495,Diesel,145,47.9,1.6
 Scala,2020,15490,Manual,503,Petrol,145,50.4,1.0
 Kodiaq,2017,10250,Manual,34204,Diesel,150,68.9,2.0
 Octavia,2018,12998,Manual,13459,Diesel,145,68.9,1.6
 Citigo,2016,7695,Automatic,10911,Petrol,20,64.2,1.0
 Octavia,2016,10995,Manual,25940,Diesel,20,70.6,2.0
 Octavia,2018,13498,Manual,12694,Diesel,145,68.9,1.6
 Superb,2018,31950,Automatic,7000,Diesel,145,61.4,2.0
 Octavia,2015,10995,Manual,61194,Diesel,30,62.8,2.0
 Octavia,2018,13995,Semi-Auto,20931,Petrol,150,57.7,1.5
 Fabia,2014,4995,Manual,35329,Petrol,125,49.6,1.2
 Fabia,2016,8995,Manual,27500,Petrol,20,60.1,1.2
 Fabia,2017,6495,Manual,22378,Petrol,20,60.1,1.0
 Fabia,2018,7998,Manual,22315,Petrol,150,57.7,1.0
 Octavia,2018,11998,Manual,19871,Diesel,150,68.9,1.6
 Kodiaq,2018,23898,Automatic,15752,Petrol,145,44.8,1.4
 Superb,2019,20995,Automatic,1889,Petrol,145,36.7,1.5
 Fabia,2019,14295,Manual,2738,Petrol,145,60.1,1.0
 Superb,2018,18495,Manual,7301,Petrol,145,54.3,1.4
 Fabia,2019,10495,Manual,10232,Petrol,145,61.4,1.0
 Karoq,2018,17695,Automatic,14324,Petrol,145,54.3,1.0
 Octavia,2016,10895,Automatic,45012,Diesel,0,74.3,1.6
 Fabia,2017,6995,Manual,27407,Petrol,145,57.7,1.0
 Yeti Outdoor,2016,12995,Semi-Auto,37809,Diesel,160,51.4,2.0
 Yeti Outdoor,2017,13390,Manual,20101,Diesel,145,62.8,2.0
 Superb,2018,19490,Manual,10803,Diesel,145,65.7,2.0
 Octavia,2019,15495,Manual,6487,Diesel,145,68.9,1.6
 Fabia,2018,7990,Manual,10408,Petrol,145,57.7,1.0
 Fabia,2018,7990,Manual,10269,Petrol,145,57.7,1.0
 Fabia,2018,7990,Manual,8062,Petrol,145,57.7,1.0
 Octavia,2019,18495,Manual,12774,Petrol,145,35.8,2.0
 Fabia,2019,9995,Manual,3000,Petrol,145,50.4,1.0
 Fabia,2019,9995,Manual,3000,Petrol,145,57.7,1.0
 Yeti,2016,12695,Semi-Auto,22918,Petrol,125,51.4,1.2
 Fabia,2017,9495,Manual,13859,Petrol,20,60.1,1.2
 Octavia,2017,16495,Manual,23601,Diesel,150,62.8,2.0
 Citigo,2014,4690,Manual,30523,Petrol,20,62.8,1.0
 Rapid,2018,8990,Manual,11713,Petrol,150,61.4,1.0
 Rapid,2017,8690,Manual,39000,Petrol,30,57.7,1.2
 Fabia,2018,6790,Manual,34432,Petrol,145,57.7,1.0
 Octavia,2017,12495,Manual,35183,Petrol,145,54.3,1.4
 Octavia,2017,10995,Manual,24990,Petrol,30,55.4,1.4
 Superb,2018,17790,Automatic,5596,Petrol,145,53.3,1.4
 Kodiaq,2019,24990,Automatic,3544,Diesel,145,42.2,2.0
 Scala,2019,16490,Automatic,510,Diesel,145,54.3,1.6
 Kodiaq,2019,28990,Manual,3121,Diesel,145,52.3,2.0
 Superb,2019,21495,Automatic,4110,Diesel,145,54.3,2.0
 Octavia,2019,13490,Automatic,2997,Petrol,145,61.4,1.0
 Octavia,2019,13890,Manual,6955,Petrol,145,55.4,1.5
 Fabia,2017,8990,Manual,15126,Petrol,150,64.2,1.0
 Superb,2019,22990,Automatic,5041,Diesel,145,54.3,2.0
 Superb,2019,27490,Automatic,10,Petrol,145,38.2,2.0
 Yeti,2014,10995,Semi-Auto,12773,Petrol,165,44.8,1.2
 Karoq,2019,22995,Automatic,5938,Petrol,150,50.4,1.5
 Fabia,2016,8995,Manual,14157,Petrol,20,60.1,1.2
 Citigo,2016,6990,Automatic,25501,Petrol,0,65.7,1.0
 Superb,2018,20990,Semi-Auto,5808,Petrol,150,43.5,2.0
 Citigo,2017,6890,Manual,12660,Petrol,150,64.2,1.0
 Octavia,2016,10490,Manual,28495,Petrol,30,55.4,1.4
 Octavia,2018,13750,Manual,15064,Petrol,145,56.5,1.5
 Citigo,2018,7995,Manual,19024,Petrol,145,64.2,1.0
 Fabia,2016,7495,Manual,36236,Petrol,20,60.1,1.2
 Fabia,2016,9495,Manual,8709,Petrol,20,58.8,1.2
 Yeti Outdoor,2017,12995,Semi-Auto,34234,Petrol,125,51.4,1.2
 Superb,2017,17695,Manual,23324,Diesel,145,64.2,2.0
 Citigo,2016,6995,Manual,29351,Petrol,20,62.8,1.0
 Citigo,2017,8495,Manual,12781,Petrol,150,68.9,1.0
 Yeti Outdoor,2014,7170,Manual,68747,Diesel,145,55.4,2.0
 Octavia,2019,19490,Manual,50,Diesel,145,54.3,2.0
 Fabia,2019,13990,Manual,3273,Petrol,145,51.4,1.0
 Octavia,2019,21990,Semi-Auto,2329,Diesel,145,50.4,2.0
 Scala,2019,15490,Manual,3501,Petrol,145,49.6,1.0
 Superb,2019,29990,Semi-Auto,4580,Petrol,145,33.2,2.0
 Fabia,2019,12990,Manual,612,Petrol,145,61.4,1.0
 Citigo,2018,7995,Manual,2064,Petrol,145,64.2,1.0
 Superb,2019,29990,Semi-Auto,7687,Diesel,145,47.1,2.0
 Octavia,2019,15795,Semi-Auto,10946,Diesel,145,70.6,1.6
 Scala,2019,15995,Manual,849,Petrol,145,49.6,1.0
 Fabia,2016,11695,Semi-Auto,16165,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,12795,Semi-Auto,33373,Petrol,125,51.4,1.2
 Octavia,2019,15495,Manual,13000,Diesel,145,67.3,1.6
 Superb,2017,12995,Manual,19096,Petrol,30,57.7,1.4
 Fabia,2016,9495,Manual,35911,Diesel,0,78.5,1.4
 Fabia,2019,13995,Manual,4241,Petrol,145,60.1,1.0
 Fabia,2017,7995,Manual,17460,Petrol,145,57.7,1.0
 Karoq,2018,17995,Manual,9270,Petrol,145,52.3,1.5
 Citigo,2018,7995,Manual,4171,Petrol,145,64.2,1.0
 Superb,2017,17360,Semi-Auto,17697,Petrol,145,43.5,2.0
 Superb,2016,17698,Semi-Auto,25480,Diesel,30,61.4,2.0
 Yeti Outdoor,2016,11725,Manual,42706,Petrol,125,51.4,1.2
 Octavia,2019,13498,Semi-Auto,12648,Diesel,145,72.4,1.6
 Karoq,2018,19490,Automatic,19711,Petrol,150,50.4,1.5
 Karoq,2018,15490,Manual,30444,Petrol,145,52.3,1.5
 Fabia,2017,11490,Semi-Auto,10281,Petrol,145,61.4,1.0
 Kodiaq,2019,27850,Manual,7209,Diesel,145,52.3,2.0
 Citigo,2017,5990,Manual,35085,Petrol,20,64.2,1.0
 Fabia,2017,9750,Manual,14818,Petrol,145,64.2,1.0
 Kodiaq,2019,27490,Manual,5578,Diesel,145,52.3,2.0
 Superb,2019,18598,Manual,12709,Diesel,145,65.7,2.0
 Octavia,2018,12698,Manual,14243,Diesel,145,68.9,1.6
 Fabia,2019,13998,Manual,1386,Petrol,150,52.3,1.0
 Octavia,2018,12795,Manual,13234,Petrol,145,57.7,1.5
 Octavia,2019,16150,Automatic,6372,Petrol,145,55.4,1.5
 Kodiaq,2017,19990,Semi-Auto,34807,Petrol,145,39.8,1.4
 Fabia,2017,7490,Manual,32481,Petrol,145,60.1,1.2
 Octavia,2018,12490,Semi-Auto,34659,Petrol,145,57.7,1.5
 Fabia,2019,12590,Manual,7722,Petrol,145,61.4,1.0
 Octavia,2019,16750,Automatic,3877,Diesel,145,67.3,2.0
 Fabia,2019,12790,Manual,6045,Petrol,145,60.1,1.0
 Fabia,2017,7795,Manual,19601,Petrol,145,60.1,1.2
 Fabia,2019,16995,Manual,3002,Petrol,145,60.1,1.0
 Citigo,2019,10995,Manual,2815,Petrol,145,67.3,1.0
 Kodiaq,2019,31795,Automatic,9528,Diesel,145,39.2,2.0
 Kamiq,2019,19995,Manual,1100,Petrol,145,47.9,1.0
 Karoq,2018,19495,Automatic,11274,Petrol,145,53.3,1.0
 Superb,2018,15298,Manual,34108,Diesel,150,64.2,1.6
 Fabia,2018,11330,Manual,8401,Petrol,145,64.2,1.0
 Octavia,2017,10500,Manual,31391,Diesel,0,72.4,1.6
 Citigo,2016,5730,Manual,31357,Petrol,20,62.8,1.0
 Citigo,2017,6607,Manual,20868,Petrol,145,64.2,1.0
 Octavia,2014,9000,Semi-Auto,64394,Diesel,30,62.8,2.0
 Octavia,2016,8000,Manual,82081,Diesel,0,74.3,1.6
 Yeti Outdoor,2017,14000,Semi-Auto,26067,Petrol,125,51.4,1.2
 Fabia,2013,4950,Manual,95636,Diesel,20,67.3,1.6
 Fabia,2019,10995,Manual,1187,Petrol,145,57.7,1.0
 Fabia,2019,11495,Manual,12242,Petrol,145,61.4,1.0
 Citigo,2018,7990,Manual,17131,Petrol,150,64.2,1.0
 Yeti Outdoor,2017,11998,Manual,16336,Diesel,145,62.8,2.0
 Octavia,2014,7498,Manual,53142,Diesel,20,68.9,2.0
 Superb,2017,11998,Manual,47542,Diesel,150,67.3,1.6
 Superb,2019,19998,Semi-Auto,13476,Petrol,150,36.7,1.5
 Octavia,2015,11790,Manual,45987,Diesel,125,58.9,2.0
 Citigo,2016,6790,Manual,17683,Petrol,20,62.8,1.0
 Karoq,2018,15317,Manual,13466,Petrol,145,53.3,1.0
 Yeti Outdoor,2017,12498,Manual,17166,Diesel,30,62.8,2.0
 Octavia,2018,13498,Manual,21148,Diesel,145,67.3,1.6
 Yeti Outdoor,2017,14298,Semi-Auto,11647,Petrol,125,51.4,1.2
 Octavia,2018,12998,Manual,12787,Diesel,145,68.9,1.6
 Fabia,2016,9495,Manual,21752,Petrol,20,60.1,1.2
 Citigo,2014,6495,Manual,20991,Petrol,20,62.8,1.0
 Fabia,2017,7995,Manual,30493,Diesel,0,74.3,1.4
 Octavia,2018,14350,Manual,10218,Petrol,145,55.4,1.5
 Octavia,2016,10995,Manual,25587,Petrol,30,55.4,1.4
 Citigo,2017,7699,Manual,17178,Petrol,20,62.8,1.0
 Yeti Outdoor,2016,12147,Semi-Auto,17672,Petrol,125,51.4,1.2
 Fabia,2016,7561,Manual,32000,Petrol,20,60.1,1.2
 Superb,2017,19441,Semi-Auto,12369,Diesel,150,56.5,2.0
 Fabia,2018,10999,Semi-Auto,2922,Petrol,145,61.4,1.0
 Citigo,2018,7990,Manual,9000,Petrol,145,64.2,1.0
 Octavia,2017,16480,Semi-Auto,26101,Petrol,145,42.8,2.0
 Yeti Outdoor,2017,13250,Manual,16671,Petrol,145,51.4,1.2
 Octavia,2019,13398,Manual,14198,Petrol,145,60.1,1.0
 Octavia,2019,13398,Manual,14828,Petrol,145,60.1,1.0
 Superb,2019,17498,Semi-Auto,14661,Petrol,145,36.7,1.5
 Octavia,2019,13698,Semi-Auto,17254,Diesel,145,72.4,1.6
 Octavia,2019,13398,Manual,14601,Petrol,145,60.1,1.0
 Fabia,2017,10298,Semi-Auto,23788,Petrol,20,60.1,1.2
 Yeti,2016,13298,Manual,13368,Diesel,145,55.4,2.0
 Superb,2016,14310,Semi-Auto,46708,Diesel,30,61.4,2.0
 Octavia,2016,10998,Manual,31545,Petrol,30,55.4,1.4
 Fabia,2013,5998,Manual,14485,Petrol,125,54.3,1.2
 Superb,2019,18995,Manual,13500,Diesel,145,64.2,2.0
 Superb,2016,16495,Manual,29086,Diesel,125,60.1,2.0
 Fabia,2019,14995,Manual,4241,Petrol,145,60.1,1.0
 Yeti Outdoor,2014,11500,Semi-Auto,43350,Diesel,205,44.8,2.0
 Yeti Outdoor,2017,13999,Semi-Auto,26067,Petrol,125,51.4,1.2
 Fabia,2016,8000,Manual,50701,Petrol,20,60.1,1.2
 Fabia,2018,8998,Manual,11189,Petrol,145,57.7,1.0
 Fabia,2013,5495,Manual,58512,Diesel,20,67.3,1.6
 Superb,2018,22964,Manual,6817,Diesel,145,64.2,2.0
 Superb,2017,17495,Manual,18040,Diesel,145,68.9,2.0
 Octavia,2016,10698,Manual,26891,Petrol,30,55.4,1.4
 Fabia,2016,9498,Manual,17567,Petrol,20,58.9,1.2
 Citigo,2017,6500,Manual,24246,Petrol,20,64.2,1.0
 Citigo,2017,6971,Manual,36427,Petrol,150,64.2,1.0
 Fabia,2016,6900,Manual,44941,Petrol,20,58.8,1.0
 Octavia,2016,9290,Manual,31080,Petrol,20,62.8,1.0
 Octavia,2015,8970,Manual,55904,Diesel,20,70.6,2.0
 Superb,2017,14995,Manual,15863,Diesel,145,67.3,1.6
 Fabia,2015,8495,Manual,22000,Petrol,20,58.8,1.2
 Yeti Outdoor,2017,11995,Manual,37363,Petrol,145,51.4,1.2
 Citigo,2017,7495,Manual,14812,Petrol,145,64.2,1.0
 Octavia,2019,19995,Semi-Auto,3000,Petrol,145,44.8,1.5
 Scala,2020,18545,Semi-Auto,100,Petrol,145,45.6,1.5
 Fabia,2017,8995,Manual,30616,Petrol,20,60.1,1.2
 Superb,2016,14498,Manual,38962,Diesel,20,68.9,2.0
 Yeti Outdoor,2017,13998,Semi-Auto,16297,Petrol,125,51.4,1.2
 Superb,2017,14498,Semi-Auto,46264,Diesel,30,62.8,2.0
 Superb,2017,15498,Manual,22522,Diesel,20,68.9,2.0
 Superb,2019,16498,Semi-Auto,17708,Diesel,150,51.4,1.6
 Fabia,2017,11498,Semi-Auto,15771,Diesel,20,70.6,1.4
 Fabia,2018,13995,Semi-Auto,6357,Petrol,145,60.1,1.0
 Citigo,2018,7195,Manual,7394,Petrol,150,64.2,1.0
 Karoq,2019,30843,Manual,4521,Diesel,145,42.8,2.0
 Fabia,2017,8850,Manual,39073,Diesel,20,70.6,1.4
 Fabia,2017,7990,Manual,8467,Petrol,145,64.2,1.0
 Octavia,2017,10780,Semi-Auto,34215,Petrol,145,56.5,1.4
 Fabia,2017,7495,Manual,50800,Petrol,20,58.8,1.2
 Yeti Outdoor,2016,12995,Semi-Auto,36691,Diesel,165,51.4,2.0
 Kodiaq,2018,22995,Automatic,27518,Diesel,150,56.5,2.0
 Citigo,2016,5990,Manual,28423,Petrol,20,64.2,1.0
 Yeti Outdoor,2016,12500,Manual,38400,Diesel,145,55.4,2.0
 Octavia,2016,15800,Manual,26779,Diesel,30,64.2,2.0
 Octavia,2017,16500,Semi-Auto,46086,Diesel,145,56.5,2.0
 Citigo,2017,6995,Manual,20654,Petrol,20,64.2,1.0
 Fabia,2018,9995,Manual,18500,Petrol,145,64.2,1.0
 Scala,2019,14995,Manual,6500,Petrol,145,49.6,1.0
 Karoq,2018,20567,Manual,15932,Diesel,145,62.8,1.6
 Kamiq,2019,21689,Semi-Auto,50,Petrol,145,44.1,1.5
 Octavia,2019,20567,Manual,52,Petrol,145,51.4,1.5
 Fabia,2019,12713,Manual,8011,Petrol,145,57.7,1.0
 Octavia,2018,13295,Automatic,15005,Diesel,145,72.4,1.6
 Superb,2017,13995,Manual,7562,Petrol,30,57.7,1.4
 Scala,2019,15995,Manual,8875,Diesel,145,57.7,1.6
 Citigo,2016,7995,Semi-Auto,17762,Petrol,20,62.8,1.0
 Superb,2018,20495,Manual,9201,Diesel,145,64.2,2.0
 Fabia,2018,10395,Manual,7507,Petrol,145,61.4,1.0
 Citigo,2013,3899,Manual,59213,Petrol,20,62.8,1.0
 Karoq,2019,19995,Automatic,11899,Diesel,145,62.8,1.6
 Octavia,2017,13995,Semi-Auto,31286,Diesel,150,62.8,2.0
 Superb,2016,15495,Manual,33317,Diesel,20,67.3,2.0
 Superb,2019,24995,Semi-Auto,3429,Petrol,145,36.7,1.5
 Fabia,2016,9495,Manual,25503,Petrol,20,60.1,1.2
 Superb,2019,19995,Semi-Auto,13440,Diesel,145,61.4,2.0
 Superb,2017,16495,Manual,17416,Diesel,150,68.9,2.0
 Citigo,2019,8995,Manual,6432,Petrol,150,67.3,1.0
 Fabia,2018,9995,Manual,18094,Petrol,150,64.2,1.0
 Citigo,2016,6495,Manual,26908,Petrol,20,64.2,1.0
 Fabia,2016,8995,Manual,20987,Petrol,20,60.1,1.2
 Yeti,2016,12495,Manual,30000,Petrol,125,51.4,1.2
 Citigo,2017,7495,Manual,17600,Petrol,145,64.2,1.0
 Superb,2017,13995,Manual,30893,Diesel,145,58.9,2.0
 Superb,2017,18995,Semi-Auto,20401,Diesel,145,61.4,2.0
 Yeti Outdoor,2014,9995,Manual,27709,Diesel,145,55.4,2.0
 Fabia,2016,9995,Manual,15551,Petrol,20,58.9,1.2
 Fabia,2016,7995,Manual,34934,Petrol,20,60.1,1.2
 Octavia,2017,11495,Manual,24250,Petrol,30,55.4,1.4
 Kamiq,2019,20866,Manual,3541,Diesel,145,56.5,1.6
 Karoq,2020,27186,Automatic,2412,Diesel,145,62.8,1.6
 Octavia,2019,20567,Manual,415,Diesel,145,68.9,1.6
 Scala,2020,22499,Manual,642,Diesel,145,57.7,1.6
 Kodiaq,2019,33083,Automatic,512,Diesel,145,44.8,2.0
 Fabia,2017,9295,Manual,27033,Petrol,20,60.1,1.2
 Fabia,2018,15275,Manual,3957,Diesel,145,70.6,1.4
 Octavia,2018,17917,Manual,7073,Diesel,145,68.9,1.6
 Octavia,2017,11995,Manual,24256,Diesel,150,68.9,1.6
 Fabia,2016,8995,Manual,14500,Petrol,20,60.1,1.2
 Octavia,2018,13795,Semi-Auto,15312,Petrol,150,57.7,1.5
 Yeti Outdoor,2017,12995,Manual,24546,Petrol,145,51.4,1.2
 Karoq,2019,18995,Manual,7723,Diesel,145,49.6,1.6
 Fabia,2017,7995,Manual,51345,Petrol,20,60.1,1.2
 Fabia,2017,10495,Manual,19032,Petrol,20,58.9,1.2
 Fabia,2017,8995,Manual,18053,Petrol,20,58.8,1.2
 Octavia,2018,17995,Semi-Auto,19212,Diesel,145,55.4,2.0
 Octavia,2017,14695,Semi-Auto,42722,Diesel,125,60.1,2.0
 Karoq,2019,26943,Manual,5966,Diesel,145,42.8,2.0
